Title,Description,BiocVersion,Genome,SourceType,SourceUrl,SourceVersion,Species,TaxonomyId,Coordinate_1_based,DataProvider,Maintainer,RDataClass,DispatchClass,RDataPath,Tags
Tibble for PMC,Correspondence table of PMID-PMCID,3.23,NA,XML,https://github.com/rikenbit/pubmed-workflow,05-Feb-2026,NA,NA,NA,NCBI,Koki Tsuyuzaki <k.t.the-answer@hotmail.co.jp>,Tibble,Rda,AHPubMedDbs/v011/pmc_tbl.RData,NCBI:PMC:Text Mining:tibble:v011
Tibble for MeSH (Descriptor),Correspondence table of PMID-DescriptorID-DescriptorTerm,3.23,NA,XML,https://github.com/rikenbit/pubmed-workflow,05-Feb-2026,NA,NA,NA,NCBI,Koki Tsuyuzaki <k.t.the-answer@hotmail.co.jp>,Tibble,Rda,AHPubMedDbs/v011/descriptor_tbl.RData,NCBI:MeSH:Descriptor:Text Mining:tibble:v011
Tibble for MeSH (Qualifier),Correspondence table of PMID-QualifierID-QualifierTerm,3.23,NA,XML,https://github.com/rikenbit/pubmed-workflow,05-Feb-2026,NA,NA,NA,NCBI,Koki Tsuyuzaki <k.t.the-answer@hotmail.co.jp>,Tibble,Rda,AHPubMedDbs/v011/qualifier_tbl.RData,NCBI:MeSH:Qualifier:Text Mining:tibble:v011
Tibble for MeSH (SCR),Correspondence table of PMID-SCRID-SCRTerm,3.23,NA,XML,https://github.com/rikenbit/pubmed-workflow,05-Feb-2026,NA,NA,NA,NCBI,Koki Tsuyuzaki <k.t.the-answer@hotmail.co.jp>,Tibble,Rda,AHPubMedDbs/v011/scr_tbl.RData,NCBI:MeSH:SCR:Supplementary Chemical Records:Text Mining:tibble:v011
Data.table for PubMed ID,PMID,3.23,NA,XML,https://github.com/rikenbit/pubmed-workflow,05-Feb-2026,NA,NA,NA,NCBI,Koki Tsuyuzaki <k.t.the-answer@hotmail.co.jp>,data.table,Rda,AHPubMedDbs/v011/pubmed_dt.RData,NCBI:PubMed:Text Mining:data.table:v011
Data.table for PubMed Abstract,Correspondence table of PMID-Journal-Year-Title-Abstract,3.23,NA,XML,https://github.com/rikenbit/pubmed-workflow,05-Feb-2026,NA,NA,NA,NCBI,Koki Tsuyuzaki <k.t.the-answer@hotmail.co.jp>,data.table,Rda,AHPubMedDbs/v011/abstract_dt.RData,NCBI:PubMed:Text Mining:data.table:v011
Data.table for PubMed Author Information,Correspondence table of PMID-LastName-ForeName-Affiliation-Region-Longitude-Lattitude,3.23,NA,XML,https://github.com/rikenbit/pubmed-workflow,05-Feb-2026,NA,NA,NA,NCBI,Koki Tsuyuzaki <k.t.the-answer@hotmail.co.jp>,data.table,Rda,AHPubMedDbs/v011/author_dt.RData,NCBI:PubMed:Text Mining:data.table:v011
Data.table for PMC,Correspondence table of PMID-PMCID,3.23,NA,XML,https://github.com/rikenbit/pubmed-workflow,05-Feb-2026,NA,NA,NA,NCBI,Koki Tsuyuzaki <k.t.the-answer@hotmail.co.jp>,data.table,Rda,AHPubMedDbs/v011/pmc_dt.RData,NCBI:PMC:Text Mining:data.table:v011
Data.table for MeSH (Descriptor),Correspondence table of PMID-DescriptorID-DescriptorTerm,3.23,NA,XML,https://github.com/rikenbit/pubmed-workflow,05-Feb-2026,NA,NA,NA,NCBI,Koki Tsuyuzaki <k.t.the-answer@hotmail.co.jp>,data.table,Rda,AHPubMedDbs/v011/descriptor_dt.RData,NCBI:MeSH:Descriptor:Text Mining:data.table:v011
Data.table for MeSH (Qualifier),Correspondence table of PMID-QualifierID-QualifierTerm,3.23,NA,XML,https://github.com/rikenbit/pubmed-workflow,05-Feb-2026,NA,NA,NA,NCBI,Koki Tsuyuzaki <k.t.the-answer@hotmail.co.jp>,data.table,Rda,AHPubMedDbs/v011/qualifier_dt.RData,NCBI:MeSH:Qualifier:Text Mining:data.table:v011
Data.table for MeSH (SCR),Correspondence table of PMID-SCRID-SCRTerm,3.23,NA,XML,https://github.com/rikenbit/pubmed-workflow,05-Feb-2026,NA,NA,NA,NCBI,Koki Tsuyuzaki <k.t.the-answer@hotmail.co.jp>,data.table,Rda,AHPubMedDbs/v011/scr_dt.RData,NCBI:MeSH:SCR:Supplementary Chemical Records:Text Mining:data.table:v011
